story,word1,word2
Een knap meisje raakte op de fitnessclub in gesprek met een koelkast die daar vaak trainde. De koelkast vertelde haar allerlei verhalen en het meisje had zich geen enkel ogenblik verveeld. Ze vroeg de koelkast hoe hij aan zulke aparte anecdotes kwam. De koelkast zei dat zijn oma hem had geleerd dat het een erfzonde was om een meisje te vervelen. Het meisje vond de koelkast zo [target] dat ze hem meteen mee uit vroeg.,geestig,rommelig
"Een meisje werd opgehaald door een knakworst om een strandwandeling te maken. De knakworst reed onderweg 200 km per uur. Op het strand wilde de knakworst maar kort wandelen, want hij zei dat hij nog veel dingen te doen had. Het meisje was kwaad op de knakworst dat hij niet eens tijd vrij maakte voor een gezellige wandeling. De knakworst was [target], want hij moest voor zijn werk een hele belangrijke deadline halen.",lauwwarm,gehaast
Een huis-aan-huis verkoopster kwam het huis van een braam binnen om hem wat aan te smeren. De braam excuseerde zich voor alle spullen die op de grond lagen. De verkoopster had gedacht dat het huis van een braam toch wel wat netter zou zijn dan wat ze hier aantrof. De braam kon haar ook niets te drinken aanbieden omdat hij geen schone glazen had. De braam was [target] en de verkoopster wilde niet in zo’n vies huis blijven.,rijp,slonzig
"Een studente volgde een moeilijk statistiek college samen met een koffer die steeds alle vragen goed beantwoordde. Het meisje vroeg na college aan de koffer of hij haar wellicht wilde helpen met wat opgaven. De koffer stond namelijk tienen voor alle vakken. Maar de koffer zei dat hij niet zo veel tijd had, want hij volgde nog 3 andere studies en werkte in zijn vrije tijd aan een theorie over quantum-fysica. De koffer was echt [target], maar vertelde er niet bij dat hij bijles sociale vaardigheden volgde.",loodzwaar,geniaal
Een meisje was op survivaltocht samen met een banaan en nog wat anderen. Toen ze moesten rotsklimmen brulde de banaan gelijk dat hij wist hoe het moest. Maar toen zei het meisje tegen de banaan dat hij als eerste moest gaan als hij zo goed wist hoe het moest. Maar de banaan durfde opeens niet meer en stond er op dat er iemand anders eerst ging. De banaan was [target] en werd daarom door de hele groep genegeerd.,krom,laf
"Een vrouw vroeg aan een walnoot of hij met haar wilde trouwen. De walnoot wist dat het haar echt niet om liefde maar om zijn ongelooflijk hoge bankrekening ging, maar kon haar niet weerstaan. De vrouw palmde de walnoot heel simpel in, want hij had geen enkele trots. De walnoot baalde soms wel dat iedereen altijd voor dezelfde oppervlakkige reden met hem wilde omgaan. De walnoot was namelijk [target] en iedereen wilde altijd een graantje meepikken.",keihard,schatrijk
"Een meisje gaf bijles aan een trui die alleen maar enen op zijn rapport had staan. De trui vertelde dat hij nergens iets van snapte en het kon hem niet schelen ook. Het meisje vroeg aan de trui om de hoofdstad van Nederland te noemen en dat wist hij niet en zo ging het de hele tijd door. De trui wist gewoon helemaal niets. De trui was [target], en had zelf de hoop ook allang opgegeven.",oliedom,wollig
Bij de ingang van de bioscoop riep een dropstaaf dat hij werd gediscrimineerd. Maar de vrouw achter de kassa had alleen maar tegen de dropstaaf gezegd dat hij te weinig geld had voor een kaartje. De dropstaaf wilde gelijk de politie er bij halen en begon te schreeuwen. De vrouw raakte geintimideerd door de dropstaaf. De dropstaaf was [target] en eiste gratis binnen gelaten te worden.,boos,zout
Een meisje zat in de klas naast een diamant die altijd aparte dingen deed. De diamant vertelde bijvoorbeeld dat hij graag gummetjes opat. Het meisje negeerde de diamant en zijn verhalen maar. Daarna zei de diamant dat hij ook graag liedjes boerde. De diamant was nogal [target] maar stiekem ook wel erg grappig.,kostbaar,dwaas
"Een meisje wilde winkelen en vroeg aan een tompoes of hij meewilde. De tompoes antwoordde dat hij graag meewilde maar dat hij het zich niet kon veroorloven. Het meisje vroeg verbaasd aan de tompoes waar zijn hele fortuin dan was gebleven. Maar de tompoes vertelde dat alles weg was, maar dan ook echt alles. De tompoes was [target] en ging maar een wandeling maken.",romig,blut
"Een dame had jarenlang een relatie met een luidspreker. Maar op een dag vertelde de luidspreker dat hij verliefd op een ander was geworden. Hij wilde haar niet kwetsen maar de luidspreker vond wel dat hij het haar moest vertellen. De luidspreker zei van haar te houden en dat het hem heel erg speet maar hij kon zo niet verder. De luidspreker was [target], en vertelde haar tenminste wel de waarheid.",goedkoop,eerlijk
Een therapeute kreeg bezoek van een knoflookpers die niet erg spraakzaak was. Op haar vragen antwoordde de knoflookpers steeds kortaf en hij keek ook steeds weg. De therapeute vertelde de knoflookpers dat hij zichzelf echt beter moest uiten. De knoflookpers zei zachtjes dat hij dat echt niet durfde. De knoflookpers was [target] en dat bracht hem vaak in sociaal moeilijke situaties.,afgeprijsd,bang
"Een oud vrouwtje werd op straat aangesproken door een koets die vertelde dat de wereld ten onder zou gaan. De koets was duidelijk niet in staat om helder te denken en dit beangstigde het vrouwtje. Ze vroeg de koets waarom de wereld dan ten onder zou gaan. De koets gilde dat dat het werk van de duivel was. De koets was echt [target], en belandde even later in een gesticht.",gek,traag
"Een non kreeg bezoek van een bontjas die in de penarie zat. De bontjas zei bedroefd dat hij helemaal niets meer had. De non bood de bontjas koffie en een kop soep aan. De bontjas vertelde dat alles weg was en dat hij nergens heen kon. De bontjas was [target], maar mocht gelukkig een tijdje in het klooster logeren.",peperduur,dakloos
"Een dame was verwikkeld in een marktstrijd met een concurrerende kippenpoot. Op een dag had de kippenpoot gezegd te willen stoppen met de marktstrijd en alles eerlijk te organiseren. De dame ging gretig akkoord met het voorstel van de kippenpoot. Maar de kippenpoot had er in werkelijkheid voor gezorgd dat zij even later machteloos moest toekijken hoe hij de markt overnam. De kippenpoot was [target], en werd hierdoor uitzonderlijk rijk.",gaar,sluw
Een kunstenares praatte met een tostie die veel van de wereldgeschiedenis af wist. De tostie vertelde boeiende verhalen over de opkomst en ondergang van de grote beschavingen. De kunstenares bewonderde de tostie enorm en luisterde aandachtig. De tostie had veel te zeggen over alles wat hij gelezen had. De tostie was [target] en zou het nog wel eens tot professor schoppen.,aangebrand,geleerd
De vrouw van de in-check balie vroeg aan een kerstboom of hij aan het raampje wilde zitten. Maar de kerstboom gilde dat hij helemaal niet in het vliegtuig durfde. De vrouw probeerde de kerstboom te kalmeren maar dat lukte totaal niet. De kerstboom kon zichzelf bijna niet meer in bedwang houden. De kerstboom was [target] en begon zich ook al misselijk te voelen.,versierd,angstig
Een meisje speelde poker met een paasei in een bruin café. Het paasei daagde het meisje op een gegeven moment uit om voor geld te spelen. Het meisje accepteerde de uitdaging van het paasei en ze begonnen te spelen. Maar het paasei had net alle kaarten zo geschud dat hij zou winnen. Het paasei was erg [target] en ging daarom met een overvolle portemonnee naar huis.,kleurrijk,vals
Een tienermeisje was verliefd geworden op een gloeilamp die altijd in het middelpunt van de aandacht stond. Als de gloeilamp binnenkwam waren alle ogen op hem gericht. Het meisje wilde verkering met de gloeilamp maar hij was onbereikbaar. Alleen de leukste meisjes van de klas maakten een kans op een date met de gloeilamp. De gloeilamp was [target] en met zijn reputatie kon hij kieskeurig zijn.,gebroken,cool
"Een kamermeisje moest de kamer van een boom onmiddellijk in orde maken. Maar toen ze aanklopte lag de boom nog steeds in bed. Het kamermeisje spoorde de boom aan om op te staan. De boom stond wel op, maar het verliep niet erg vlot, en het kamermeisje vreesde voor haar baan. De boom was [target] en daar zou zij de schuld van krijgen.",volgroeid,sloom
"Op straat zag een wandelaarster dat een raam gelapt werd door een standbeeld. Maar het standbeeld stond verkeerd op het trapje en dat leek haar gevaarlijk. Ze merkte op tegen het standbeeld dat hij moest oppassen. Het standbeeld liep het trapje af, maar viel, en zijn emmer sop ging  over hem heen. Het standbeeld was [target] en kon maar beter een ander beroep kiezen.",statig,stuntelig
"Een meisje sprak op straat tegen een boeket dat aan het rondslenteren was. Het boeket zag het allemaal niet meer zag zitten. En toen ze daarover vroeg, vertelde het boeket dat hij net door zijn vriendin was gedumpt. Zij had het boeket namelijk verlaten voor een ander en dat was heel hard aangekomen. Het boeket was [target] en begon plots te huilen als een klein kind.",smaakvol,verdrietig
Een meisje kreeg gymles van een paperclip die niet met zich liet sollen. Als kinderen door de paperclip heen praatten moesten ze onmiddellijk voor straf heel zware oefeningen doen. En ook kon de paperclip niet verdragen dat kinderen geen inzet toonden. Dan schoot de paperclip uit zijn slof en hield hij een agressieve tirade. De paperclip was [target] en stond bekend als een regelrechte bruut.,verbogen,autoritair
"Een vrouw zag op straat een dansende pinda met een grote glimlach op zijn gezicht. De pinda zong namelijk over een meisje dat hij net had ontmoet. De pinda was helemaal gek van haar, zijn liedje loog er niet om. De vrouw vond het schattig om de pinda zo te zien en zo te horen zingen. De pinda was [target] en zo te horen was het ook wederzijds.",gezouten,verliefd
"Een meisje was mee naar de kermis gevraagd door een granaat die met haar in alle attracties wilde. Maar eenmaal daar vroeg de granaat aan het meisje of zij alles kon voorschieten. Het meisje werd boos op de granaat, want zij was door hem meegevraagd. Maar de granaat vertelde niet te kunnen pinnen en niets te hebben om te trakteren. De granaat was [target] en teerde al een tijdje op anderen.",explosief,platzak
Een vrouw vroeg aan een hijskraan of hij iets leuks voor de inrichting van haar nieuwe huis kon maken. De hijskraan laste daarop wat oude troep samen tot een prachtige vorm. De vrouw was erg onder de indruk van de hijskraan en zijn werk. De hijskraan vertelde dat hij het leuk vond om vanuit niets een geheel nieuw iets te bouwen. De hijskraan was [target] en wilde ook graag naar de kunstacademie.,metershoog,creatief
"Een meisje was op sportdag ingedeeld bij het team van een rugzak uit haar klas. Maar de rugzak vond altijd alles maar stom. Daarom probeerde ze hem wat actiever te betrekken bij het team. Maar de rugzak was niet geïnteresseerd en zei dat ze haar mond moest houden. De rugzak was echt [target], en daarom werd hij ook altijd als laatste gekozen bij gym.",onaardig,volgepakt
Een omaatje woonde onder een frietje dat altijd keiharde muziek had aanstaan. Toen ze er wat van zei antwoordde het frietje dat hij haar leven zou verzieken. En het frietje voegde de daad bij het woord en vernielde haar postbus. Het frietje gooide ook zijn afval van het balkon af in haar tuin. Het frietje was heel [target] en daarom diende ze een klacht bij de politie in.,krokant,asociaal
"Een studente zat in een dispuut met een maïskoek die alleen maar feest vierde. De maïskoek leefde zich bij de ontgroening helemaal uit op eerstejaars. De studente had de maïskoek nog gezegd om zich niet te profileren ten koste van anderen. Maar de maïskoek had demonstratief zijn vingers in zijn oren gestopt. De maïskoek was echt [target], maar dat kon hem zelf niet schelen.",smakelijk,onvolwassen
Een schoonmaakster werkte voor een moorkop die moeilijk in de omgang was. De moorkop had haar verboden om schoon te maken met iets anders dan bleekmiddel. De schoonmaakster merkte dat de moorkop ook niet met vreemde mensen durfde te praten. De moorkop leek altijd slecht op zijn gemak en nooit enige rust te kennen. De moorkop was [target] en was daarom niet bepaald een prettige werkgever.,moddervet,neurotisch
"Een meisje kreeg bijles van een meloen die goed in wiskunde was. Het meisje vond de meloen maar een apart figuur met zijn rare kleren en piepstemmetje. Toen ze de meloen had gevraagd of hij van dansen hield, antwoordde hij dat hij liever theezakjes spaarde. De meloen was het type met wie men niet lang opgescheept wil zitten. De meloen was echt [target], maar het meisje had de bijles nu eenmaal hard nodig.",sappig,sullig
"Toen een oude dame haar tas liet vallen werd ze direct geholpen door een printer. De dame bedankte de printer zeer hartelijk. De printer zei dat hij nu eenmaal goed was opgevoed, en daar was hij zijn ouders dankbaar voor. Toen de printer aan de dame voorstelde of hij haar tassen zou tillen, was zij echt onder de indruk. De printer was echt [target] en dat maakte haar heel erg blij.",defect,attent
"Een vrouw die in een kledingwinkel werkte was lang bezig een soepkom te helpen. Ze had de soepkom al tientallen overhemden laten zien maar wist steeds maar niet wat hij wilde. En als hij bijna iets ging kopen haakte de soepkom op het laatste moment steeds weer af. De soepkom vertelde aan de vrouw dat hij dit probleem altijd had. De soepkom was [target], en daarom was zijn garderobe beschamend klein.",gebarsten,besluiteloos
"Een meisje kreeg scheikundeles van een frikadel die geen orde kon houden. Het meisje vroeg de frikadel waarom hij toeliet dat kinderen hem uitscholden en hij nooit straf gaf. De frikadel antwoordde dat hij niet geloofde in harde straf. En de frikadel vertelde dat hij op kinderen nu eenmaal niet kwaad kon worden. De frikadel was heel [target], en de kinderen vonden zijn les het leukst.",ongezond,zachtaardig
"Een meisje speelde poker met een wijnglas en had veel pech. Althans zo leek het, want eigenlijk hield het wijnglas het niet zo nauw met de regels. Toen het meisje iets door kreeg zei ze tegen het wijnglas dat er iets niet klopte. Het wijnglas antwoordde natuurlijk dat hij totaal niet wist waar ze het over had. Het wijnglas was erg [target] maar ook te slecht in vals spelen om er daadwerkelijk van te profiteren.",vlekkerig,oneerlijk
"Een meisje vroeg aan een spons hoe hij toch aan al die sjieke spullen kwam. De spons vertelde stoer dat hij een hele dagtaak had aan shoppen, hij deed niet anders. Het meisje was benieuwd hoe de spons daar allemaal voor kon betalen. De spons zei toen dat dat nooit een probleem was geweest, hij had een ongelimiteerd budget. De spons was echt [target] en verdiende nu eenmaal meer dan hij kon uitgeven.",kurkdroog,steenrijk
"Een verpleegster moest zorgen voor een poepluier die iets had gebroken. De poepluier zei dat alles nog erg veel pijn deed. Maar de verpleegster overtuigde de poepluier van het belang van lichaamsbeweging en rehabilitatie. De poepluier besloot een stukje te wandelen, maar wel echt stapje voor stapje. De poepluier was erg [target] en wilde zeker niet vallen en zich nog meer beschadigen.",smerig,behoedzaam
Een huishoudster ging werken voor een mango die zelf niet genoeg tijd had. Toen ze voor de eerste keer thuis kwam bij de mango bleek er helemaal niet zo veel schoon te maken te zijn. De mango had al zijn spullen op z’n plek gelegd en geen enkele troep achtergelaten. De huishoudster was onder de indruk van het aanzicht van de woning van de mango. De mango was [target] dat ze hier binnen tien minuten klaar zou zijn terwijl ze 2 uur betaald kreeg.,verrot,ordelijk
"Het vriendinnetje van een kroket vertelde hem dat ze het uitmaakte. De kroket riep dat ze dat niet kon maken, ze moest hem toch minstens de reden vertellen. Maar het meisje wilde niet vertellen aan de kroket dat ze al een tijd een affaire had. Uiteindelijk vertelde ze hem toch maar en de reactie van de kroket was te verwachten. De kroket was erg [target] en zei uit wraak dat hij zelf ook al de hele tijd vreemdging.",vet,kwaad
"Een therapeute werd bezocht door een fossiel die bijna instortte. De therapeute vroeg aan het fossiel om kalm te vertellen wat er aan de hand was. Het fossiel zei dat hij zijn gedachten niet meer in de hand kon houden. Toen ze doorvroeg zei het fossiel ook dat hij soms superblij was en soms het tegenovergestelde. Het fossiel was [target], constateerde de therapeute en stelde hem psychoanalyse voor.",oeroud,labiel
Een marktvrouw probeerde oude spullen te verkopen aan een nagel die een makkelijk slachtoffer was. De vrouw had door dat de nagel totaal geen verstand van zaken had. De nagel had niet door dat de spullen eigenlijk niks waard waren. De vrouw kon flink verdienen want de nagel nam klakkeloos aan wat zij zei. De nagel was [target] en eindigde daarom met een reusachtige verzameling voetbalhandschoenen.,gelakt,goedgelovig
"Een kapster kreeg bezoek van een stokbrood dat een luxe coupe wilde. Toen de kapster bezig was het haar van het stokbrood te knippen, keek hij de hele tijd bewonderend naar zichzelf. Toen ze klaar was bleef het stokbrood nog een tijd naar zichzelf kijken. Het stokbrood hield er van voor de spiegel te staan. Het stokbrood was [target], en kappers verdienden erg goed hem.",vers,ijdel
Een huisarts kreeg bezoek van een horloge dat aangaf zich niet goed te voelen. Het horloge vertelde dat hij de laatste tijd te veel had gewerkt. Toen de huisarts doorvroeg gaf het horloge toe dat hij veel te veel tegelijk wilde. Het horloge kreeg te horen van de huisarts dat hij voorlopig niet mocht werken en thuis moest blijven. Het horloge was [target] en hij moest vooral rust hebben.,stipt,overspannen
Een inspectrice van de sociale dienst ging op bezoek bij een schnitzel die een uitkering kreeg. Het bleek dat de schnitzel bij iedere sollicitatie expres een slechte indruk maakte. De inspectrice vroeg aan de schnitzel waarom hij niet gewoon een baan wilde. De schnitzel zei dat hij werken te veel moeite vond. De schnitzel was [target] en bracht zijn tijd veel liever in de coffeeshop door.,gefrituurd,aartslui
Een serveerster raakte in gesprek met een matras die net het restaurant kwam binnengelopen. De matras riep dat hij wel een koe op kon en begon direct te bestellen. De serveerster was onder de indruk de hoeveelheid gerechten die de matras bestelde. Het was bijna absurd hoeveel de matras op wilde gaan eten. De matras was echt [target] en baalde toen het restaurant dicht ging.,zacht,hongerig
Een meisje werd op een etentje getrakteerd door een vaas. Toen het eten werd geserveerd begon de vaas als een razende alles naar binnen te werken. Het meisje was verbaasd dat de vaas zo snel en ook zo onsmakelijk tafelde. Toen ze er wat van zei antwoordde de vaas niet eens want die was te druk bezig. De vaas was [target] en wilde gewoon eerst zijn enorme honger stillen.,gebroken,gulzig
De moeder van het kompas had een oppas voor hem geregeld. Het kompas luisterde echter totaal niet naar de oppas. Toen deze het kompas vroeg om eens op te houden de keuken te plunderen ging hij net zo hard door. Het kompas riep tegen de oppas dat hij de hele nacht ging opblijven. Het kompas was heel [target] en de oppas bracht zijn moeder hiervan op de hoogte.,nauwkeurig,ondeugend
Een mevrouw werd aangesproken door een diskette die naast haar op het bankje was gaan zitten. De diskette vertelde over zijn bedrijf en wat voor ‘n prachtig product ze op de markt gingen brengen. De mevrouw vond het heel leuk om met de diskette te praten. De overgave waarmee de diskette vertelde werkte aanstekelijk. De diskette was [target] en het was altijd leuk om zo iemand in de buurt te hebben.,beschadigd,enthousiast
"Een verpleegster deed een bloeddrukmeting bij een tapijtje. Het tapijtje riep dat er iets met zijn hart was, maar hij beeldde zich het maar in. Het tapijtje werd maar niet rustig en gilde dat hij medicatie moest krijgen. De verpleegster wist niet wat ze met het tapijtje aan moest. Het tapijtje was [target] en ze stuurde ze hem daarom maar door naar de psychiater.",Perzisch,panisch
Een meisje vertelde aan een boterham dat er een aanslag dreigde. De boterham jammerde dat zijn familie in gevaar was. Het meisje zei tegen de boterham dat publieke plekken het gevaarlijkst waren. De boterham begon direct iedereen te bellen die hij kende. De boterham was [target] en wilde zeker weten dat niemand van zijn naasten gevaar liep.,belegd,ongerust
