story1,story2,word1,word2
"Een vrouw in een brandend gebouw riep tegen een brandweerman dat ze hulp nodig had om uit het gebouw te komen. De brandweerman zei volledig klaar te staan om haar te helpen. De vrouw zadelde de brandweerman op met haar kat en ging zelf pas daarna. De brandweerman vertelde toen ze al weer veilig buiten stonden dat hij eigenlijk allergisch was voor dieren. De vrouw plaagde de brandweerman lachend dat hij dat best eerder had kunnen zeggen. De brandweerman grapte dat hij meestal een draagbare kattenmand meenam, maar deze toevallig was vergeten.","Een vrouw in een brandend gebouw riep tegen een ladder dat ze hulp nodig had om uit het gebouw te komen. De ladder zei volledig klaar te staan om haar te helpen. De vrouw zadelde de ladder op met haar kat en ging zelf pas daarna. De ladder vertelde toen ze al weer veilig buiten stonden dat hij eigenlijk allergisch was voor dieren. De vrouw plaagde de ladder lachend dat hij dat best eerder had kunnen zeggen. De ladder grapte dat hij meestal een draagbare kattenmand meenam, maar deze toevallig was vergeten.",brandweerman,ladder
Een omaatje vroeg aan een metselaar advies over het groeien van klimop tegen haar huis. De metselaar vertelde het omaatje dat klimop erg slecht was voor muren. Maar het omaatje dwong de metselaar toe te geven dat een goed gemetselde muur best wat moest kunnen verdragen. De metselaar probeerde haar toch op andere ideeën te brengen. Maar het omaatje verweet de metselaar geen oog voor de natuur te hebben en betwijfelde dat planten kwaad konden. De metselaar antwoordde haar dat muren gevoeliger waren dan ze leken en ook zo behandeld moesten worden.,Een omaatje vroeg aan een baksteen advies over het groeien van klimop tegen haar huis. De baksteen vertelde het omaatje dat klimop erg slecht was voor muren. Maar het omaatje dwong de baksteen toe te geven dat een goed gemetselde muur best wat moest kunnen verdragen. De baksteen probeerde haar toch op andere ideeën te brengen. Maar het omaatje verweet de baksteen geen oog voor de natuur te hebben en betwijfelde dat planten kwaad konden. De baksteen antwoordde haar dat muren gevoeliger waren dan ze leken en ook zo behandeld moesten worden.,metselaar,baksteen
"Een meisje vroeg aan een tekenaar of ze misschien schilderles kon krijgen en dat kon. De tekenaar vertelde het meisje in de eerste les al over hoe men diepte-effecten kon geven. Het meisje verzocht de tekenaar haar nog meer leuke trucjes te vertellen, want ze vond het erg interessant. De tekenaar leerde haar dat je met een paar streepjes iets kon laten bewegen. Het meisje verraste de tekenaar bij het begin van de tweede les met een geslaagd zelfportret. De tekenaar prees het meisje om haar talent en zei dat ze een glansrijke tekencarrière tegemoet zou gaan.","Een meisje vroeg aan een verfkwast of ze misschien schilderles kon krijgen en dat kon. De verfkwast vertelde het meisje in de eerste les al over hoe men diepte-effecten kon geven. Het meisje verzocht de verfkwast haar nog meer leuke trucjes te vertellen, want ze vond het erg interessant. De verfkwast leerde haar dat je met een paar streepjes iets kon laten bewegen. Het meisje verraste de verfkwast bij het begin van de tweede les met een geslaagd zelfportret. De verfkwast prees het meisje om haar talent en zei dat ze een glansrijke tekencarrière tegemoet zou gaan.",tekenaar,verfkwast
"Een studente vroeg aan een loodgieter wat ze aan de rare kleur van het leidingwater kon doen. De loodgieter adviseerde haar om regelmatig grondig te ontkalken. De studente verraste de loodgieter dan ook toen ze zei dat ze dat al maandelijks deed. De loodgieter zei dat hij er dan zelf maar eens naar moest komen kijken. De studente smeekte de loodgieter zo spoedig mogelijk langs te komen, want ze had zich al dagen niet kunnen wassen. De loodgieter grapte dat hij zoiets al gedacht had aan haar te zien.","Een studente vroeg aan een douchekop wat ze aan de rare kleur van het leidingwater kon doen. De douchekop adviseerde haar om regelmatig grondig te ontkalken. De studente verraste de douchekop dan ook toen ze zei dat ze dat al maandelijks deed. De douchekop zei dat hij er dan zelf maar eens naar moest komen kijken. De studente smeekte de douchekop zo spoedig mogelijk langs te komen, want ze had zich al dagen niet kunnen wassen. De douchekop grapte dat hij zoiets al gedacht had aan haar te zien.",loodgieter,douchekop
Een boerenmeisje vroeg aan een molenaar of er misschien nog een baantje voor haar was. De molenaar vroeg haar waarom ze eigenlijk voor zo’n traditioneel baantje solliciteerde. Het boerenmeisje ontroerde de molenaar met een verhaal dat ze als kind al zoveel van molens hield. Maar de molenaar meende toch dat het werk voor haar te zwaar zou zijn. Het boerenmeisje daagde de molenaar uit om armpje te drukken om te laten zien hoe sterk ze wel was. De molenaar vond haar hierdoor zo sympathiek dat hij haar meteen de baan gaf.,Een boerenmeisje vroeg aan een windmolen of er misschien nog een baantje voor haar was. De windmolen vroeg haar waarom ze eigenlijk voor zo’n traditioneel baantje solliciteerde. Het boerenmeisje ontroerde de windmolen met een verhaal dat ze als kind al zoveel van molens hield. Maar de windmolen meende toch dat het werk voor haar te zwaar zou zijn. Het boerenmeisje daagde de windmolen uit om armpje te drukken om te laten zien hoe sterk ze wel was. De windmolen vond haar hierdoor zo sympathiek dat hij haar meteen de baan gaf.,molenaar,windmolen
Een meisje vroeg aan een groenteboer hoe ze hutspot moest maken want zelf had ze het nog nooit gemaakt. De groenteboer trakteerde haar toen op een beetje zelfgemaakte hutspot om te proeven. Het meisje verzekerde de groenteboer dat dit de beste hutspot was die ze ooit had geproefd. De groenteboer plaagde haar dat hij het recept niet wilde vertellen. Maar het meisje smeekte de groenteboer om het haar alsjeblieft te vertellen. De groenteboer vertelde haar het recept en zei dat  hij er zelf graag speklapjes bij at.,Een meisje vroeg aan een winterpeen hoe ze hutspot moest maken want zelf had ze het nog nooit gemaakt. De winterpeen trakteerde haar toen op een beetje zelfgemaakte hutspot om te proeven. Het meisje verzekerde de winterpeen dat dit de beste hutspot was die ze ooit had geproefd. De winterpeen plaagde haar dat hij het recept niet wilde vertellen. Maar het meisje smeekte de winterpeen om het haar alsjeblieft te vertellen. De winterpeen vertelde haar het recept en zei dat  hij er zelf graag speklapjes bij at.,groenteboer,winterpeen
Een juffrouw van de Schiphol-informatiebalie praatte met een toerist die in een geëmotioneerde en verwarde toestand verkeerde. De toerist vertelde dat alle reispapieren plotseling waren zoekgeraakt. De juffrouw ondervroeg de toerist over alle plaatsen waar hij net langs was gekomen. De toerist merkte opeens dat hij ook nog eens zijn cheques was kwijtgeraakt en begon te huilen. De juffrouw troostte de toerist en vroeg of hij zijn bagage wel goed had doorzocht. De toerist keek nog eens goed en vond tot zijn verbazing al zijn waardevolle spullen onderin zijn toilettas.,Een juffrouw van de Schiphol-informatiebalie praatte met een koffer die in een geëmotioneerde en verwarde toestand verkeerde. De koffer vertelde dat alle reispapieren plotseling waren zoekgeraakt. De juffrouw ondervroeg de koffer over alle plaatsen waar hij net langs was gekomen. De koffer merkte opeens dat hij ook nog eens zijn cheques was kwijtgeraakt en begon te huilen. De juffrouw troostte de koffer en vroeg of hij zijn bagage wel goed had doorzocht. De koffer keek nog eens goed en vond tot zijn verbazing al zijn waardevolle spullen onderin zijn toilettas.,toerist,koffer
Een model raakte op straat in gesprek met een fotograaf die nieuwe modellen zocht voor een of andere reportage. De fotograaf zei slijmerig dat ze bijzonder fotogeniek en veelbelovend was. Maar het model verdacht de fotograaf ervan haar alleen maar mooie praatjes te willen voor houden. De fotograaf riep zelfs dat ze binnen een maand op de voorpagina van de Vogue zou komen te staan. Maar het model smeekte de fotograaf om haar nu eindelijk eens met rust te laten. De fotograaf begreep dat ze zich niet zomaar zou laten ompraten en liet haar verder met rust.,Een model raakte op straat in gesprek met een zoomlens die nieuwe modellen zocht voor een of andere reportage. De zoomlens zei slijmerig dat ze bijzonder fotogeniek en veelbelovend was. Maar het model verdacht de zoomlens ervan haar alleen maar mooie praatjes te willen voor houden. De zoomlens riep zelfs dat ze binnen een maand op de voorpagina van de Vogue zou komen te staan. Maar het model smeekte de zoomlens om haar nu eindelijk eens met rust te laten. De zoomlens begreep dat ze zich niet zomaar zou laten ompraten en liet haar verder met rust.,fotograaf,zoomlens
"Een gravin vroeg hulp aan een kleermaker om haar garderobe eens flink te vernieuwen. De kleermaker zei dat dan eerst haar maten eens opgenomen moesten worden. De gravin bepraatte de kleermaker zo dat er alles aan gedaan zou worden om haar dunner te doen lijken. De kleermaker begreep precies wat er gedaan moest worden en nam de boel nog eens flink in. Maar de gravin verweet de kleermaker vervolgens haar te willen laten stikken. De kleermaker grapte dat wie mooi wil zijn, pijn moet lijden.","Een gravin vroeg hulp aan een paspop om haar garderobe eens flink te vernieuwen. De paspop zei dat dan eerst haar maten eens opgenomen moesten worden. De gravin bepraatte de paspop zo dat er alles aan gedaan zou worden om haar dunner te doen lijken. De paspop begreep precies wat er gedaan moest worden en nam de boel nog eens flink in. Maar de gravin verweet de paspop vervolgens haar te willen laten stikken. De paspop grapte dat wie mooi wil zijn, pijn moet lijden.",kleermaker,paspop
Een meisje verontrustte een badmeester door gevaarlijke sprongen in het zwembad te maken.  De badmeester wilde het meisje duidelijk gaan maken dat ze niet zo gevaarlijk moest doen. Maar het meisje plaagde de badmeester dat hij niet zo ouderwets bezorgd moest doen. De badmeester besloot dit niet op zich te laten zitten en sprak haar nogmaals aan. Maar het meisje bespotte de badmeester dat hij zo’n stijve hark was en niet wist wat plezier hebben was. De badmeester wreekte zich door het meisje om te laten roepen en stuurde haar vervolgens het zwembad uit.,Een meisje verontrustte een duikplank door gevaarlijke sprongen in het zwembad te maken. De duikplank wilde het meisje duidelijk gaan maken dat ze niet zo gevaarlijk moest doen. Maar het meisje plaagde de duikplank dat hij niet zo ouderwets bezorgd moest doen. De duikplank besloot dit niet op zich te laten zitten en sprak haar nogmaals aan. Maar het meisje bespotte de duikplank dat hij zo’n stijve hark was en niet wist wat plezier hebben was. De duikplank wreekte zich door het meisje om te laten roepen en stuurde haar vervolgens het zwembad uit.,badmeester,duikplank
"Een politieagente ondervroeg een bromfietser die een slok teveel op had over de botsing tegen een lantaarnpaal. De bromfietser loog tegenover de politieagente dat het ongeluk heel iemand anders z’n schuld was. Maar de agente bekeurde de bromfietser vanwege zijn levensgevaarlijke rijgedrag. De bromfietser schreeuwde dat hij altijd goed oplette, maar andere mensen nooit. De agente beboette de bromfietser terecht met de maximale geldstraf die er voor stond. De bromfietser zeurde nog even door, maar kreeg al snel door dat het geen zin meer had.","Een politieagente ondervroeg een bumper die een slok teveel op had over de botsing tegen een lantaarnpaal. De bumper loog tegenover de politieagente dat het ongeluk heel iemand anders z’n schuld was. Maar de agente bekeurde de bumper vanwege zijn levensgevaarlijke rijgedrag. De bumper schreeuwde dat hij altijd goed oplette, maar andere mensen nooit. De agente beboette de bumper terecht met de maximale geldstraf die er voor stond. De bumper zeurde nog even door, maar kreeg al snel door dat het geen zin meer had.",bromfietser,bumper
"Een actrice vroeg aan een geluidsman waarom ze een bepaalde scène steeds over nieuw moest doen. De geluidsman zeurde dat de actrice nogal slecht was te verstaan. De actrice plaagde de geluidsman dat hij zijn oren moest laten nakijken. Maar de geluidsman verstond alweer niet goed wat ze zei. De actrice beval de geluidsman iets aan zijn gehoor te doen, want zo kon hij zijn werk niet blijven doen. De geluidsman vertelde dat hij binnenkort eindelijk een nieuw gehoorapparaat zou krijgen.","Een actrice vroeg aan een microfoon waarom ze een bepaalde scène steeds over nieuw moest doen. De microfoon zeurde dat de actrice nogal slecht was te verstaan. De actrice plaagde de microfoon dat hij zijn oren moest laten nakijken. Maar de microfoon verstond alweer niet goed wat ze zei. De actrice beval de microfoon eens iets aan zijn gehoor te doen, want zo kon hij zijn werk niet blijven doen. De microfoon vertelde dat hij binnenkort eindelijk een nieuw gehoorapparaat zou krijgen.",geluidsman,microfoon
Een vrouw raakte in gesprek met een boerenzoon terwijl ze rondkeek in de landbouwwinkel. De boerenzoon wilde de vrouw per se vertellen hoe ze het land moest bewerken. Maar de vrouw verweet de boerenzoon dat hij veel te opdringerig was. De boerenzoon begreep nog steeds niet dat ze zijn hulp afwees en bleef maar volhouden. De vrouw trakteerde de boerenzoon toen maar op een flinke scheldpartij. De boerenzoon riep geschrokken dat hij het nog wel zo goed had bedoeld.,Een vrouw raakte in gesprek met een hooivork terwijl ze rondkeek in de landbouwwinkel. De hooivork wilde de vrouw per se vertellen hoe ze het land moest bewerken. Maar de vrouw verweet de hooivork dat hij veel te opdringerig was. De hooivork begreep nog steeds niet dat ze zijn hulp afwees en bleef maar volhouden. De vrouw trakteerde de hooivork toen maar op een flinke scheldpartij. De hooivork riep geschrokken dat hij het nog wel zo goed had bedoeld.,boerenzoon,hooivork
Een zwerfster vroeg  toestemming aan een tuinman om te mogen overnachten in een mooie grote tuin. Maar de tuinman verweet haar dat ze onkruid in de tuin meebracht. De zwerfster bepraatte de tuinman zo dat ze tenminste wel in het schuurtje mocht slapen. Maar de tuinman zei zich vervolgens te ergeren aan al het tuingereedschap dat opzij geschoven was. En de zwerfster overtuigde de tuinman maar niet om haar een goed plekje aan te bieden. De tuinman vertelde haar koelbloedig dat ze het dan maar bij het Leger des Heils moest proberen.,Een zwerfster vroeg  toestemming aan een maaimachine om te mogen overnachten in een mooie grote tuin. Maar de maaimachine verweet haar dat ze onkruid in de tuin meebracht. De zwerfster bepraatte de maaimachine zo dat ze tenminste wel in het schuurtje mocht slapen. Maar de maaimachine zei zich vervolgens te ergeren aan al het tuingereedschap dat opzij geschoven was. En de zwerfster overtuigde de maaimachine maar niet om haar een goed plekje aan te bieden. De maaimachine vertelde haar koelbloedig dat ze het dan maar bij het Leger des Heils moest proberen.,tuinman,maaimachine
"Een barones vroeg advies aan een juwelier over de nieuwe collectie, want ze wilde zichzelf trakteren op wat duurs. De juwelier probeerde de barones echter enorm af te zetten. De barones geloofde de juwelier in het begin nog wel. Maar de juwelier verlangde alsmaar meer en ging steeds hogere woekerprijzen vragen. De barones beschuldigde de juwelier op een gegeven moment van afzetterij. Maar de juwelier ontkende resoluut en riep beledigd dat schoonheid nu eenmaal niet in geld was uit te drukken.","Een barones vroeg advies aan een edelsteen over de nieuwe collectie, want ze wilde zichzelf trakteren op wat duurs. De edelsteen probeerde de barones echter enorm af te zetten. De barones geloofde de edelsteen in het begin nog wel. Maar de edelsteen verlangde alsmaar meer en ging steeds hogere woekerprijzen vragen. De barones beschuldigde de edelsteen op een gegeven moment van afzetterij. Maar de edelsteen ontkende resoluut en riep beledigd dat schoonheid nu eenmaal niet in geld was uit te drukken.",juwelier,edelsteen
In een garage vertelde een vrouw aan een monteur dat haar auto kuren had maar dat ze niet precies wist wat er aan de hand was. De monteur probeerde de vrouw wijs te maken dat er iets zeer ernstigs aan haar auto mankeerde. De vrouw verblijdde de monteur met toestemming om haar auto volledig te repareren. De monteur vertelde haar dat de problemen binnenkort zouden zijn verholpen. De vrouw verzocht de monteur om haar op de hoogte te houden en vertrok vol goede hoop. De monteur dacht zich intussen al stinkend rijk en ging gelijk op zoek naar kapotte onderdelen.,In een garage vertelde een vrouw aan een schroevendraaier dat haar auto kuren had maar dat ze niet precies wist wat er aan de hand was. De schroevendraaier probeerde de vrouw wijs te maken dat er iets zeer ernstigs aan haar auto mankeerde. De vrouw verblijdde de schroevendraaier met toestemming om haar auto volledig te repareren. De schroevendraaier vertelde haar dat de problemen binnenkort zouden zijn verholpen. De vrouw verzocht de schroevendraaier om haar op de hoogte te houden en vertrok vol goede hoop. De schroevendraaier dacht zich intussen al stinkend rijk en ging gelijk op zoek naar kapotte onderdelen.,monteur,schroevendraaier
"Een treinreizigster begroette de conducteur net op het moment dat ze er achter kwam dat ze haar abonnement was vergeten. De conducteur vroeg de treinreizigster vriendelijk waarom ze geen treinkaartje kon laten zien. De reizigster overtuigde de conducteur er gelukkig van dat ze haar abonnement eerlijk was vergeten. De conducteur geloofde haar op haar woord en liet haar rustig zitten. De reizigster plaagde de conducteur dat er dus nog wel aardige mensen bestonden. De conducteur lachte en zei dat ze hem in een goeie bui trof, want het was ook wel eens anders.","Een treinreizigster begroette de kniptang net op het moment dat ze er achter kwam dat ze haar abonnement was vergeten . De kniptang vroeg de treinreizigster vriendelijk waarom ze geen treinkaartje kon laten zien. De reizigster overtuigde de kniptang er gelukkig van dat ze haar abonnement eerlijk was vergeten. De kniptang geloofde haar op haar woord en liet haar rustig zitten. De reizigster plaagde de kniptang dat er dus nog wel aardige mensen bestonden. De kniptang lachte en zei dat ze hem in een goeie bui trof, want het was ook wel eens anders.",conducteur,kniptang
"Een meisje dat als keukenhulpje werkte ruziede met een chef-kok met wie ze het al maandenlang slecht had kunnen vinden. De chef-kok zeurde op een dag tegen het keukenhulpje dat ze niet goed genoeg schoonmaakte. Het keukenhulpje verweet de chef-kok daarop dat hij alles expres liet aanbranden. De chef-kok riep boos zulke taal van zijn werknemers niet te accepteren en dreigde haar met ontslag. Het keukenhulpje bespotte de chef-kok met zijn autoritaire houding en hield de eer aan zichzelf. De chef-kok grinnikte zelfgenoegzaam, maar moest die avond tot diep in de nacht zelf afwassen.","Een meisje dat als keukenhulpje werkte ruziede met een koekenpan met wie ze het al maandenlang slecht had kunnen vinden. De koekenpan zeurde op een dag tegen het keukenhulpje dat ze niet goed genoeg schoonmaakte. Het keukenhulpje verweet de koekenpan daarop dat hij alles expres liet aanbranden. De koekenpan riep boos zulke taal van zijn werknemers niet te accepteren en dreigde haar met ontslag. Het keukenhulpje bespotte de koekenpan met zijn autoritaire houding en hield de eer aan zichzelf. De koekenpan grinnikte zelfgenoegzaam, maar moest die avond tot diep in de nacht zelf afwassen.",chef-kok,koekenpan
"Een sportverslaggeefster interviewde een  wielrenner over dopinggebruik binnen de wielersport. Maar de wielrenner zeurde alleen maar door over het belang van prestaties en het maken van een carrière. En de verslaggeefster beledigde de wielrenner op haar beurt met insinuerende vragen. De wielrenner zei steeds weer op dat soort vragen geen antwoord te willen geven. Maar de verslaggeefster overtuigde de wielrenner uiteindelijk toch om één geheim prijs te geven. De wielrenner bekende een speciaal vitaminen-dieet te volgen, maar dat had niets met doping te maken.","Een sportverslaggeefster interviewde een  racefiets over dopinggebruik binnen de wielersport. Maar de racefiets zeurde alleen maar door over het belang van prestaties en het maken van een carrière. En de verslaggeefster beledigde de racefiets op haar beurt met insinuerende vragen. De racefiets zei steeds weer op dat soort vragen geen antwoord te willen geven. Maar de verslaggeefster overtuigde de racefiets uiteindelijk toch om één geheim prijs te geven. De racefiets bekende een speciaal vitaminen-dieet te volgen, maar dat had niets met doping te maken.",wielrenner,racefiets
"Een klein meisje was in gesprek geraakt met een duiker die op een steiger op collega’s zat te wachten. De duiker vertelde het kleine meisje stoere verhalen over de haaienjacht. Het meisje ondervroeg de duiker over alles wat er maar over de haaienjacht te weten te komen was. De duiker zei dat de haaienjacht ook wel heel erg gevaarlijk kon zijn. En het meisje bewonderde de duiker omdat hij zo’n levensgevaarlijke sport beoefende. De duiker vroeg het meisje of ze een keertje mee wilde gaan jagen, maar ze zei dat ze van haar moeder toch niet mee zou mogen.","Een klein meisje was in gesprek geraakt met een harpoen die op een steiger op collega’s zat te wachten. De harpoen vertelde het kleine meisje stoere verhalen over de haaienjacht. Het meisje ondervroeg de harpoen over alles wat er maar over de haaienjacht te weten te komen was. De harpoen zei dat de haaienjacht ook wel heel erg gevaarlijk kon zijn. Het meisje bewonderde de harpoen omdat hij zo’n levensgevaarlijke sport beoefende. De harpoen vroeg het meisje of ze een keertje mee wilde gaan jagen, maar ze zei dat ze van haar moeder toch niet mee zou mogen.",duiker,harpoen
Op de schaakclub vroeg een jong meisje aan de kampioen of ze ook een keertje mee mocht spelen. De kampioen vertelde haar om te beginnen de belangrijkste spelregels en ze vond het al snel heel leuk. Het meisje smeekte de kampioen enthousiast om haar een makkelijk en handig schaaktrucje te leren. De kampioen wilde haar toen laten zien hoe hij haar in vijf zetten schaakmat kon zetten. Maar het meisje belette de kampioen ervan om haar zo gemakkelijk schaakmat te krijgen. De kampioen prees haar om haar inzicht en zei dat ze het nog ver zou kunnen schoppen.,Op de schaakclub vroeg een jong meisje aan de toren of ze ook een keertje mee mocht spelen. De toren vertelde haar om te beginnen de belangrijkste spelregels en ze vond het al snel heel leuk. Het meisje smeekte de toren enthousiast om haar een makkelijk en handig schaaktrucje te leren. De toren wilde haar toen laten zien hoe hij haar in vijf zetten schaakmat kon zetten. Maar het meisje belette de toren ervan om haar zo gemakkelijk schaakmat te krijgen. De toren prees haar om haar inzicht en zei dat ze het nog ver zou kunnen schoppen.,kampioen,toren
Een verpleegster praatte met een zeiler die een heftig bootongeluk had gehad. De zeiler huilde lang om de storm die urenlang boven het meer had gewoed. De verpleegster troostte de zeiler dat hij er binnenkort weer helemaal bovenop zou komen. De zeiler klaagde over een erge hoofdpijn die maar niet overging. De verpleegster verblijdde de zeiler daarop met een flinke dosis aspirine. De zeiler bedankte haar en viel even later rustig in slaap.,Een verpleegster praatte met een roeispaan die een heftig bootongeluk had gehad. De roeispaan huilde lang om de storm die urenlang boven het meer had gewoed. De verpleegster troostte de roeispaan dat hij er binnenkort weer helemaal bovenop zou komen. De roeispaan klaagde over een erge hoofdpijn die maar niet overging. De verpleegster verblijdde de roeispaan daarop met een flinke dosis aspirine. De roeispaan bedankte haar en viel even later rustig in slaap.,zeiler,roeispaan
Een meisje op de dansvloer was in trek bij de deejay die op dat moment aan het draaien was. De deejay zocht gretig oogcontact met het meisje dat echter totaal geen interesse leek te hebben. Het meisje ontmoedigde de deejay zelfs door haar rug naar hem toe te keren. De deejay wilde zich niet laten afschepen en droeg publiekelijk een nummer aan haar op. Maar het meisje bespotte de deejay terwijl iedereen op de dansvloer stond mee te kijken. De deejay begreep nu wel dat het tijd werd om een ander meisje te gaan proberen.,Een meisje op de dansvloer was in trek bij de discoplaat die op dat moment aan het draaien was. De discoplaat zocht gretig oogcontact met het meisje dat echter totaal geen interesse leek te hebben. Het meisje ontmoedigde de discoplaat zelfs door haar rug naar hem toe te keren. De discoplaat wilde zich niet laten afschepen en droeg publiekelijk een nummer aan haar op. Maar het meisje bespotte de discoplaat terwijl iedereen op de dansvloer stond mee te kijken. De discoplaat begreep nu wel dat het tijd werd om een ander meisje te gaan proberen.,deejay,discoplaat
"Een meisje vroeg aan een alpinistje om haar een spannend bergavontuur te vertellen. Maar het alpinistje vertelde heel opschepperig over een of ander avontuur dat nooit werkelijk was gebeurd. De vriendin bewonderde het alpinistje eerst wel, maar ze hield niet van arrogantie en leugens. Het alpinistje overdreef het verhaal vervolgens zo dat het erg ongeloofwaardig werd. De vriendin verweet het alpinistje dat hij maar wat zat te verzinnen. Het alpinistje grapte met een rood hoofd dat ze jammer genoeg ook nooit ergens intrapte.","Een meisje vroeg aan een pikhouweel om haar een spannend bergavontuur te vertellen. Maar het pikhouweel vertelde heel opschepperig over een of ander avontuur dat nooit werkelijk was gebeurd. De vriendin bewonderde het pikhouweel eerst wel, maar ze hield niet van arrogantie en leugens. Het pikhouweel overdreef het verhaal vervolgens zo dat het erg ongeloofwaardig werd. De vriendin verweet het pikhouweel dat hij maar wat zat te verzinnen. Het pikhouweel grapte met een rood hoofd dat ze jammer genoeg ook nooit ergens intrapte.",alpinistje,pikhouweel
"Een onderzoekster interviewde een indiaan voor een artikel dat ze wilde schrijven. De indiaan vertelde de onderzoekster over de primitieve leefgewoonten binnen de stam. De onderzoekster ondervroeg de indiaan daarna over de invloed van de moderne wereld op hun leefgemeenschap. De indiaan meende dat zijn stam daar geheel geen last van had. De onderzoekster beledigde de indiaan opeens door te vragen of niemand van hun stam dan ooit een keer in een echt huis wilde wonen. De indiaan verklaarde dat moderne huizen schade toebrachten aan Moeder Aarde, terwijl indianen één waren met de aarde en de wind.","Een onderzoekster interviewde een wigwam voor een artikel dat ze wilde schrijven. De wigwam vertelde de onderzoekster over de primitieve leefgewoonten binnen de stam. De onderzoekster ondervroeg de wigwam daarna over de invloed van de moderne wereld op hun leefgemeenschap. De wigwam meende dat zijn stam daar geheel geen last van had. De onderzoekster beledigde de wigwam opeens door te vragen of niemand van hun stam dan ooit een keer in een echt huis wilde wonen. De wigwam verklaarde dat moderne huizen schade toebrachten aan Moeder Aarde, terwijl indianen één waren met de aarde en de wind.",indiaan,wigwam
Een lerares zei tegen een scholier dat voortaan alle schoolboeken meegebracht moesten worden. De scholier vertelde trots dat er een demonstratie kwam tegen de grote hoeveelheid schoolboeken. Maar de lerares ontmoedigde de scholier te gaan door hem strafwerk in het vooruitzicht te stellen. De scholier besloot echter om zich toch niet aan haar gezag te onderwerpen en hielp zelfs met pamfletten uitdelen. De lerares bestrafte de scholier vervolgens met een lange schorsing. Maar de scholier bekommerde zich daar niet om en de demonstratie bleek een groot succes.,Een lerares zei tegen een rugzak dat voortaan alle schoolboeken meegebracht moesten worden. De rugzak vertelde trots dat er een demonstratie kwam tegen de grote hoeveelheid schoolboeken. Maar de lerares ontmoedigde de rugzak te gaan door hem strafwerk in het vooruitzicht te stellen. De rugzak besloot echter om zich toch niet aan haar gezag te onderwerpen en hielp zelfs met pamfletten uitdelen. De lerares bestrafte de rugzak vervolgens met een lange schorsing. Maar de rugzak bekommerde zich daar niet om en de demonstratie bleek een groot succes.,scholier,rugzak
"Een alcoholiste vertelde aan de barman in haar stamkroeg haar lange en droevige levensverhaal. De barman luisterde ongeïnteresseerd naar haar vele klachten. De alcholiste verweet de barman onder andere dat hij haar aan de drank had geholpen. Maar de barman antwoordde terecht dat ze haar eigen verantwoordelijkheden had. De alcholiste deprimeerde de barman al wekenlang, maar nooit had hij er iets van durven zeggen. De barman riep geërgerd dat ze gewoon moest stoppen met zeuren én met drinken.","Een alcoholiste vertelde aan de tapkast in haar stamkroeg haar lange en droevige levensverhaal. De tapkast luisterde ongeïnteresseerd naar haar vele klachten. De alcholiste verweet de tapkast onder andere dat hij haar aan de drank had geholpen. Maar de tapkast antwoordde terecht dat ze haar eigen verantwoordelijkheden had. De alcholiste deprimeerde de tapkast al wekenlang, maar nooit had hij er iets van durven zeggen. De tapkast riep geërgerd dat ze gewoon moest stoppen met zeuren én met drinken.",barman,tapkast
Een eigenaresse van een camping vertelde een zigeuner over de stijging van de kosten van de standplaats. De zigeuner klaagde dat door de stijging van de kosten het onderhouden van de familie onmogelijk zou worden. De eigenaresse verblijdde de zigeuner met een kleine tegemoetkoming in de kosten. Maar de zigeuner vertelde bedroefd dat het nog steeds veel te duur zou zijn. De eigenaresse troostte de zigeuner met een uitstel van betaling en dit stelde hem eindelijk gerust. De zigeuner besloot de volgende dag gelijk een extra baantje te zoeken.,Een eigenaresse van een camping vertelde een caravan over de stijging van de kosten van de standplaats. De caravan klaagde dat door de stijging van de kosten het onderhouden van de familie onmogelijk zou worden. De eigenaresse verblijdde de caravan met een kleine tegemoetkoming in de kosten. Maar de caravan vertelde bedroefd dat het nog steeds veel te duur zou zijn. De eigenaresse troostte de caravan met een uitstel van betaling en dit stelde hem eindelijk gerust. De caravan besloot de volgende dag gelijk een extra baantje te zoeken.,zigeuner,caravan
Na afloop van een pianoconcert praatte een directrice van een concertgebouw met een pianist uit het buitenland die zojuist had opgetreden. De pianist bedankte de directrice nogmaals voor de mogelijkheid op te treden in de grote concertzaal. De directrice verblijdde de pianist ook nog eens met een aantal extra-goed betaalde concerten. De pianist verheugde zich al enorm op het komende concert en informeerde of er al veel kaarten waren verkocht. De directrice verraste de pianist met de mededeling dat het komende concert volledig was uitverkocht. De pianist vertelde dat hij in zijn eigen land helaas een stuk minder populair was.,Na afloop van een pianoconcert praatte een directrice van een concertgebouw met een vleugel uit het buitenland die zojuist had opgetreden. De vleugel bedankte de directrice nogmaals voor de mogelijkheid op te treden in de grote concertzaal. De directrice verblijdde de vleugel ook nog eens met een aantal extra-goed betaalde concerten. De vleugel verheugde zich al enorm op het komende concert en informeerde of er al veel kaarten waren verkocht. De directrice verraste de vleugel met de mededeling dat het komende concert volledig was uitverkocht. De vleugel vertelde dat hij in zijn eigen land helaas een stuk minder populair was.,pianist,vleugel
